productUrl,url,name,Description
https://s.click.aliexpress.com/e/_c3aQuFu7,https://ae-pic-a1.aliexpress-media.com/kf/S508cc2bb57a14c34a175345e0c85b630A.jpg_480x480q75.jpg_.avif,Cartoon Wallet,
https://s.click.aliexpress.com/e/_c3tG6rT1,https://ae-pic-a1.aliexpress-media.com/kf/Sed7c3a0c7d0d4d63b3148f844181ac42g.jpg_480x480q75.jpg_.avif,Brown Suede Top Handle Bag,
https://s.click.aliexpress.com/e/_c3X2rYlv,https://ae-pic-a1.aliexpress-media.com/kf/S4666b88856ef43a2ba08e615539d8c6bF.jpg_480x480q75.jpg_.avif,Canvas Tote Bag,
https://s.click.aliexpress.com/e/_c3N21tvN,https://ae-pic-a1.aliexpress-media.com/kf/S636fd1932e8f42a8bc0724e2cbcec91fP.png_480x480.png_.avif,Beige Suede Top Handle Bag,
https://s.click.aliexpress.com/e/_c3Yl2sAb,https://ae-pic-a1.aliexpress-media.com/kf/H028f472c4efe4c81a948e4a82d69257eW.jpg_480x480q75.jpg_.avif,Black Tote Handbag with Cat Charm,
https://s.click.aliexpress.com/e/_c3mY4MIT,https://ae-pic-a1.aliexpress-media.com/kf/S38658ef85e714c2194fad3eb6fc2849dK.jpg_480x480q75.jpg_.avif,White Flap Shoulder Bag,
https://s.click.aliexpress.com/e/_c43K9P6B,https://ae-pic-a1.aliexpress-media.com/kf/See0cfacb21a14c10bcaa6e740eb85c6ay.jpg_480x480q75.jpg_.avif,Brown Leather Coin Purse,
https://s.click.aliexpress.com/e/_c3uP7DfZ,https://ae-pic-a1.aliexpress-media.com/kf/S59b7439623124da8847a88006f43d0a9s.jpg_480x480q75.jpg_.avif,Black Lotus Embossed Crossbody Bag,
https://s.click.aliexpress.com/e/_c4O5OOO7,https://ae-pic-a1.aliexpress-media.com/kf/S3401f288f8dd4edfac196cf256673c01w.png_480x480.png_.avif,Reusable Tropical Leaf Shopping Bag,
https://s.click.aliexpress.com/e/_c4BP82jH,https://ae-pic-a1.aliexpress-media.com/kf/S0419b4ec2427465db88b61c6f6e12483E.jpg_480x480q75.jpg_.avif,Black Shoulder Bag,
https://s.click.aliexpress.com/e/_c4pKlbWf,https://ae-pic-a1.aliexpress-media.com/kf/S83d8713e59fb4ae48909449ecef2b829D.jpg_480x480q75.jpg_.avif,Black Crossbody Bag,
https://s.click.aliexpress.com/e/_c2vk5Sj9,https://ae-pic-a1.aliexpress-media.com/kf/Sd4d82b4ba14b479b9e6d827aa24b016aR.jpg_480x480q75.jpg_.avif,Personalized Snap Closure Coin Purse,
https://s.click.aliexpress.com/e/_c4Xn8Rnv,https://ae-pic-a1.aliexpress-media.com/kf/Sad7e906fe667439aba00e81d0d95b80eh.jpg_480x480q75.jpg_.avif,Red Crossbody Handbag,
https://s.click.aliexpress.com/e/_c43JdU8X,https://ae-pic-a1.aliexpress-media.com/kf/S808f8794eed94fb99474e542aee51cd30.jpg_480x480q75.jpg_.avif,Woven Handle Bag,
https://s.click.aliexpress.com/e/_c3RmTJEr,https://ae-pic-a1.aliexpress-media.com/kf/S71fae29f9b544d0f891a9af4a9a3404eH.jpg_480x480q75.jpg_.avif,Beige Casual Tote Bag,
https://s.click.aliexpress.com/e/_c3uB4X4b,https://ae-pic-a1.aliexpress-media.com/kf/Sb257c6e773a24ba89491de2f9430cd8bz.jpg_480x480q75.jpg_.avif,Brown Suede Shoulder Bag,
https://s.click.aliexpress.com/e/_c4OhGT1l,https://ae-pic-a1.aliexpress-media.com/kf/Sbf2ebb01276e4b2c9fedd1a670d9257dq.jpg_480x480q75.jpg_.avif,Striped Shoulder Bag,
https://s.click.aliexpress.com/e/_c3EqqU5h,https://ae-pic-a1.aliexpress-media.com/kf/S8b701ea55b28430dab21ade4c601f8825.jpg_480x480q75.jpg_.avif,Beige Corduroy Fanny Pack,
https://s.click.aliexpress.com/e/_c3c3L3pd,https://ae-pic-a1.aliexpress-media.com/kf/Sb8b3cde4dfeb4915bef964c0a7e4e2ecD.jpg_480x480q75.jpg_.avif,Black Chain Strap Handbag,
https://s.click.aliexpress.com/e/_c4nwGUxl,https://ae-pic-a1.aliexpress-media.com/kf/S3a42f603b6b74887a940a6c7c046e617D.jpg_480x480q75.jpg_.avif,Pink Crossbody Phone Wallet Bag,
https://s.click.aliexpress.com/e/_c3BXgVML,https://ae-pic-a1.aliexpress-media.com/kf/S63e4d61acfbe44f0a734582199a2c820A.jpg_480x480q75.jpg_.avif,Black Triangle Shoulder Bag,
https://s.click.aliexpress.com/e/_c3whCUnd,https://ae-pic-a1.aliexpress-media.com/kf/Sa60e7cb99541474fb558a10f2dd1c0a5j.jpg_480x480q75.jpg_.avif,Teal Fanny Pack,
https://s.click.aliexpress.com/e/_c4B7JTbZ,https://ae-pic-a1.aliexpress-media.com/kf/Sf5bfad1e73924fff9ae27a564ff18335f.jpg_480x480q75.jpg_.avif,Corduroy Tote Bag,
https://s.click.aliexpress.com/e/_c3Vb8n8j,https://ae-pic-a1.aliexpress-media.com/kf/S4bbc48f5fed34457bf968afdf383bdb8N.jpg_480x480q75.jpg_.avif,Brown Handbag,
https://s.click.aliexpress.com/e/_c32S1UoR,https://ae-pic-a1.aliexpress-media.com/kf/S96d4ceffcca54fe099b42c76cd9666a7D.jpg_480x480q75.jpg_.avif,Monogram Saddle Shoulder Bag,
https://s.click.aliexpress.com/e/_c3fyNm1t,https://ae-pic-a1.aliexpress-media.com/kf/Saccad6a3aa394915b4824328a28ef4e43.jpg_480x480q75.jpg_.avif,Corduroy Tote Bag,
https://s.click.aliexpress.com/e/_c3MsyU3z,https://ae-pic-a1.aliexpress-media.com/kf/S5f23789d948d44c3aad0ae553193bf5dz.jpg_480x480q75.jpg_.avif,Canvas Mini Shoulder Bag,
https://s.click.aliexpress.com/e/_c34ZlHU3,https://ae-pic-a1.aliexpress-media.com/kf/Se9f02aa855364049adbf5824e8fe2ae6I.jpg_480x480q75.jpg_.avif,Minimalist Card & Key Pouch,
https://s.click.aliexpress.com/e/_c3NN2TdV,https://ae-pic-a1.aliexpress-media.com/kf/Saa612f69beb84db2b396a8ba6639b959d.jpg_480x480q75.jpg_.avif,Maroon Leather Shoulder Bag,
https://s.click.aliexpress.com/e/_c36O9jlN,https://ae-pic-a1.aliexpress-media.com/kf/Se2bbfd3791d44dc68b581550a20e196f8.jpg_480x480q75.jpg_.avif,Double Zipper Card Wallet,
https://s.click.aliexpress.com/e/_c4EbQPU3,https://ae-pic-a1.aliexpress-media.com/kf/Sbfaebe6485ce4c1588aa5f183755d0a4Q.jpg_480x480q75.jpg_.avif,Leather Card Holders,
https://s.click.aliexpress.com/e/_c430DF47,https://ae-pic-a1.aliexpress-media.com/kf/Sd244e19aeaeb4b96965cf81cee89b5e6U.jpg_480x480q75.jpg_.avif,Brown Suede Handbag,
https://s.click.aliexpress.com/e/_c3HtOiab,https://ae-pic-a1.aliexpress-media.com/kf/S4dc5018ec758471f8f054c7623039b36a.jpg_480x480q75.jpg_.avif,Patterned Fanny Pack,
https://s.click.aliexpress.com/e/_c3olgSYR,https://ae-pic-a1.aliexpress-media.com/kf/S9dd76142eba24a519732f29f52a94a8ft.jpg_480x480q75.jpg_.avif,Floral Crossbody Phone Bag,
https://s.click.aliexpress.com/e/_c4FC4O5v,https://ae-pic-a1.aliexpress-media.com/kf/S2be2abd35f134ca89420de9ca81cd0c0d.jpg_480x480q75.jpg_.avif,Brown Patterned Tote Bag,
https://s.click.aliexpress.com/e/_c3gOp2QT,https://ae-pic-a1.aliexpress-media.com/kf/Hf458cdcc44534eb1b9d8c80f684eebb3B.jpg_480x480q75.jpg_.avif,Black and Gold Handbag,
https://s.click.aliexpress.com/e/_c3Wb202F,https://ae-pic-a1.aliexpress-media.com/kf/S2dbcdbebe3644ea18e6fc86f0ddfdd11W.jpg_480x480q75.jpg_.avif,Lime Green Woven Shoulder Bag,
https://s.click.aliexpress.com/e/_c2J3oYhv,https://ae-pic-a1.aliexpress-media.com/kf/Se3d833372c4e4d25895ce8ccae6cfa265.jpg_480x480q75.jpg_.avif,Black Fanny Pack,
